hospital,comment_th,comment_eng,score
Chulalongkorn,ดิฉันได้เข้ารักษาที่โรงพยาบาล(คลินิกพิเศษรอกเวลาราชการ) ซึ่งขั้นตอนแรกต้องทำบัตรประจำตัวผู้ป่วยก่อน และก็ต้องทีนีดหมายจากแพทย์ด้วย เนื่องจากดิฉันได้โทรเข้าโรงพยาบาลและได้ทำการจองคิวนัดตรวจกับคุณหมอเรียบร้อยแล้วโดยพยาบาลจะถามชื่อ และอาการป่วย แล้วทำนัดกับคุณหมอให้ เมื่อถึงวันเวลานัดก็เข้าพบกับคุณหมอได้ และถือว่าตรงเวลามากๆ ไม่เสียเวลาเลย เมื่อตรวจเสร็จ ก็สามารถไปรัยาและชำระเงิน แต่ขั้นตอนนี้จะใช้เวลานานหน่อยแต่ก็ไม่เกิน20นาที เพราะต้องรอรับยาและชำระเงินพร้อมกันทุกแผนกทำให้มีจำนวนคิวที่เยอะ แต่โดยรวมแล้วดิฉันก็ประทับใจในการบริการของโรงพยาบาลมาก เพราะทุกคนสุภาพ พูดจาดี และคุณหมอของที่นี้ก็เก่งมากๆดลยค่ะ,"I was admitted to the hospital (clinic reel tape delay), the first step must be done before the patient identification. And it's right here by means of a doctor. Because I had to call the hospital and have already booked appointment with your doctor and ask to be completed by nursing the sick and make an appointment with your doctor. By the time he went to meet with your doctor. It is considered on time more Do not waste time! Once completed Natural medicine and was able to pay. But this process will take a little longer, but not more than 20 minutes. You have to wait for treatment and payment with all divisions making a lot of queues. But overall, I was impressed by the services of the hospital a lot. Because everyone spoke English well, and the doctor who was very good at it dL.",4
Chulalongkorn,มีมาตรฐานและการบริการสูง,Standard and high service,5
Chulalongkorn,หมอใจดีมากก,The doctors are very kind,4
Chulalongkorn,"การบริการเป็นระบบ,ถ้าไม่พูดถึงการรอ ในส่วนของแผนกเด็กมีการติดตามผลอย่างต่อเนื่องพยาบาลเด็กเป็นมิตรดีค่ะ","The service is a system, not to mention the wait. The children's department is monitoring the ongoing health of children as well.",5
Chulalongkorn,ให้คำปรึกษาดี ตอบอธิบายคนไข้อย่างละเอียด และมีเครื่องมือ การรักษาที่ทันสมัย,Good counseling Thoroughly describe patients And Tools Advanced treatment,5
Chulalongkorn,ดิชั้นเป็นคนไข้กระดูกพรุน และกระดูกสะโพกเสื่อมไม่สะดวกในการเดิน บ่อยครั้งที่ไปโรงพยาบาลต้องเดินไปตรวจที่ตึกต่างๆซึ่งไกลกันมากๆ เมื่อดิชันขอความช่วยเหลือโดยขอรถเข็น มักจะได้รับปฏิกิริยาสีหน้าที่บ่งบอกถึงความรำคาญที่ดิชั้นไม่มีญาติมาเข็น(ซึ่งดิชั้นไม่สามารถหาญาติไปด้วยได้เนื่องจากความจำเป็นหลายอย่าง) เจ้าหน่าที่รถเข็นจะบอกให้รอ แต่ไม่รับประกันว่าจะกี่ขั่วโมง!เพราะต้องรอเจ้าหน้าที่ตึกนั่น(ที่ดิชั้นต้องการจะไปรักษา)มา แล้วที่เจ็บคือเจ้าหน้าที่ 4-5 คนนั่งคุยกันต่อโดยไม่สนใจดิชั้นอีก นี่แค่ 1 ในเรื่องอีกหลายเรื่องที่เจอ ทั้งระบบการต่อคิว การตรวจเลือดก็เปลี่ยนแปลงแทบทุกครั้งที่ไปรักษา เจ้าหน้าที่ตอบไม่ตรงกันทำให้ดิชั้นต้องเดินขึ้นลงหลายรอบ บางท่านบอกไม่ต้อวออกบัต่(ประกันสังคม)พอจึ้นไปข้างบนบอกไม่ได้ ต้องลงไปเอาบัตร ต่อแคิวอีกรอบ ยังมีอีกเยอะค่ะ เล่าไม่หมด,"The story osteoporotic patients And hip bones are not easy to walk. Often go to the hospital to check on the building, which is far too much. When asked for help by asking editions cart. The reaction was usually a face conveys a duty not bother relatives Cart (duty which can not be reconciled with the need to have multiple) Do you think the price is told to wait. But no matter how many hours, guaranteed! The wait staff that building (the duty to preserve it) to come. The injured officer was already talking to 4-5 people, ignoring other duty is just one of the many issues that come across. The system queues Blood tests, changes almost every time to heal. The officers answered mismatch makes the class to walk up and down several times. Some say you can not fight off the bats (Social Security), as well as to top Aries say not. The need to remove the card Here's another แci There are also a lot who do not run out.",2
Chulalongkorn,ผมเป็นอีกหนึ่งคนไข้ ที่เคยได้เข้ารับการรักษาที่โรงพยาบาลจุฬาลงกรณ์ เป็นเวลาเกือบ 2 เดือน ที่ต้องพักรักษาตัวในฐานะคนไข้ใน ณ โรงพยาบาลแห่งนี้ โดยผมได้รับสิทธิ์ด้วยการใช้บัตรทอง ......ความรู้สึกตอนแรกที่เข้ารับการรักษา ก็ยังไม่รู้สึกถึงความพิเศษอะไร ความคิดแว๊บแรกคือ ที่นี่คือโรงพยาบาลรัฐ จะเทียบกับที่อื่นๆได้หรือไม่ เหตุผลที่คิดแบบนี้ ก็เพราะเคยได้ยินคนอื่นๆ พูดเปรียบเปรย ไปต่างๆ นาๆ ให้ได้ยินเสมอ ในแง่ของการบริการ ของโรงพยาบาลรัฐฯ แต่หลังจากที่ผมได้เข้าทำการรักษา ตอนนั้น ผมยังไม่ได้มีเตียง เนื่องจากคนไข้เย่อะมาก จึงต้องนอนรวมในห้องฉุกเฉิน เพื่อรอเตียงว่าง ความรู้สึกที่สัมผัสได้ กับสิ่งที่เคยได้ยินมาตลอดเวลานั้น มันช่างแตกต่างกันโดยสิ้นเชิง ผมได้รับการปฎิบัติเป็นอย่างดี จากทั้งคณะแพทย์ นักศึกษาแพทย์ เจ้าหน้าที่ของโรงพยาบาล เวลาผ่านไป 5 วัน จนผมได้เตียง และหอพักรักษาตัว ความรู้สึก และสิ่งที่ได้รับการปฎิบัติต่อผมนั้น ต้องขอชื่นชม ด้วยใจ การดูแลเอาใจใส่ การเยี่ยมไข้ การตรวจ การวินิจฉัยโรค คณะแพทย์ทำอย่างรอบคอบ วิเคราะห์ อาการที่เป็น การให้ยา การใช้วิธีการรักษา และอื่นๆ อีกมากมาย ที่ผมได้รับจากที่โรงพยาบาลแห่งนี้ วันที่ต้องเดินทางไปแอตมิน คิดอยู่อย่างเดียวว่า จะได้มีโอกาส ได้กลับบ้านไหม หรือจะต้องจบชีวิตลงที่โรงพยาบาลแห่งนี้ แต่สุดท้ายแล้ว ด้วยความเอาใจใส่ต่อผู้ป่วย ความรู้ของคณะแพทย์ทั้งหมด ที่ทุ่มเท กาย ใจ สติ ปัญญา ทำให้ผม ได้กลับมาบ้าน มาด้วยความปลอดภัย จนทุกวันนี้ ผมยังรู้สึกถึงความมหัศจรรย์ ที่ได้รับจากที่โรงพยาบาลจุฬากรณ์ และจะไม่มีวันลืม ความเมตตา กรุณา ปราณี ต่อ อดีต คนไข้ คนหนึ่ง ที่ ยมทูต เคยเกือบจะเอาชีวิตกลับไปแล้ว ครับ,"I am a patient He was admitted to the hospital. For nearly two months to be admitted as an inpatient at the hospital. I was given permission by using the Gold Card. ...... feeling when first admitted. I still do not feel anything special. The idea is Flashing This is a public hospital Compared to the other or not. Reason to think this way Because I've heard other people. Figuratively speaking, to hear various customers. In terms of services Minister of State Hospital But after I was diagnosed when I do not have a bed. Since many patients do Faye I had to sleep in the emergency room. Wait for bed space Feeling exposed To hear it all the time. It's totally different. I have been performing very well. From the Faculty of Medicine Medical students Hospital staff time over the next 5 days until my bed dorm and retaining the feel and what has been the practice that I need to appreciate that by taking care of the patient the diagnosis. คณะแพทย์ทำอย่างรอบคอบ วิเคราะห์ อาการที่เป็น การให้ยา การใช้วิธีการรักษา และอื่นๆ อีกมากมาย ที่ผมได้รับจากที่โรงพยาบาลแห่งนี้ Day trips to Los Angeles, Minneapolis. One idea is to have a chance to get it back. Or must die at this hospital. But ultimately, With attention to patients Knowledge of the medical team that is dedicated to all the body's wisdom made me come home. With safety to this day I still feel the magic. Received from the Chulalongkorn Hospital Korn. And will never forget the kindness, mercy to a former patient who had almost Angels took back then.",5
Chulalongkorn,มาตรฐานสากล,international standard,5
Chulalongkorn,มาถึงคนแรกตกใจ!เลย ใบคิวเสียบไว้เป็นหลายสิบ,Be the first to panic! Yet. Cue cards are inserted dozens.,1
Chulalongkorn,ผู้คนมากมาย บริการดี พึ่งมาได้ครั้งที่2 คงมีโอกาศมาอีกหลายครั้ง,Many people have come to rely on good 2nd. I had occasion several times.,4
Chulalongkorn,อยากจะขอฝากชื่นชมคุณหมอและพยาบาลแผนกสูตินรีเวช ตึกภ.ป.ร.ค่ะ คือไปมาโรงพยาบาล 2-3 ครั้งแล้ว แต่เพิ่งได้เจอกับคุณหมอที่นัดไว้วันนี้ เหตุเพราะเรามาช้าเอง เดินทางมาจากศรีราชา ชลบุรี เจอรถติดเลยไม่ทัน แต่วันนี้ได้เข้าตรวจกับคุณหมอ รู้สึกสบายใจอย่างบอกไม่ถูก พยาบาลก็บริการดีมากๆ ประทับใจค่ะ เลยทำให้มีกำลังใจในการรักษา ก่อนหน้านี้ยอมรับว่าท้อมากๆแอบร้องไห้ทุกวัน พอมาที่นี่วันนี้รู้สึกขอบคุณคุณหมอมากๆค่ะ ท่านดูใส่ใจและให้คำแนะนำดีมากค่ะ,"I would like to praise the doctors and nurses obstetrics ward building security. The. The. I was going to the hospital, but just 2-3 against the doctor's appointment today. Because we arrived late own Chonburi travel by car, do not. But today he has checked with your doctor. Feel so good inside Ambulance service was very impressed that I made are encouraged to maintain. Previously admitted that the pipes are secretly crying all day. I came here today, I am grateful to you very much. You can see the care and guidance very good.",5
Chulalongkorn,ทุกอย่างสำหรับเรา ..ดีเยี่ยม,Everything for us.. Excellent.,5
Chulalongkorn,อุ่นใจใกล้หมอเก่งๆ,Warm pots of good,4
Chulalongkorn,พึ่งพาได้เสมอเลย,I have always relied on,5
Chulalongkorn,ขอขอบคุณหมอและพยาบาลที่ดูแลคนไข้เป็นอย่างดี บางครั้งอาจพูดไม่ไพเราะ,Thanks to the doctors and nurses who care for patients as well. Sometimes it's not beautiful,4
Chulalongkorn,หมอและพยาบาลดูแลดีีค่ะเข้าใจคนไข้ยิ้มแย้มแจ่มใส,Doctors and nurses caring for patients understand my inspiration and beaming.,4
Chulalongkorn,การบริการ ดีมากค่ะ ใส่ใจผู้ป่วย,The service is very attentive patient.,5
Chulalongkorn,ปกติโรงพยาบาลนี้บรการดีนะคะสะอาดเคยพาแม่ไปรักษาอาการแม่ดีขึ้นแต่เปนเพาะเสียเงินหรือเปล่า....แตร่,"Normally this hospital atmosphere, the nice clean ever take her to treat her better, but as a culture or a waste of money .... but together.",5
Chulalongkorn,"อู่ข้าว.อู่น้ำ.จุฬาให้ทุกอย่างเจ้าหน้าที่บุคคลากรทุกท่านมีความเป็นอยู่ดีทุกคน.ขอให้ทุกท่านสำนึกในบุญคุณของ,ร.พจุฬาด้วยให้ซื่อสัตย์ในหน้าที่ที่ท่านได้รับผิดให้ดีที่สุด","Rice. Agriculturally. CU to all staff personnel, all well-being of all people. I appeal to all appreciative of, the process. The university with the integrity of the functions that you have responsibilities as well.",3
Chulalongkorn,บุคคลากรดีมาก น้องผู้ช่วยยิ้มแย้มดี แม่นอนร.พ.ห้ามเฝ้า แต่มีน้องผู้ช่วยดูแลอย่างดี ลดกังวลได้กึ่งหนึ่ง,Staff is great What good assistant smiling Mother's bedroom. May. Do not watch. But there's good sitters. Concern has reduced half,4
Chulalongkorn,ฉันต้องไปตรวจร่างกายที่นี่ทุกๆ3 เดือนเป็น รพ.รัฐบาลที่ดูแลคนป่วยได้ดีที่สุดขอบคุณคุณหมอทุกๆท่านค่ะ,I have a physical examination every 3 months at the hospital to care for the sick can best thank you to all my doctors.,5
Chulalongkorn,มีความทันสมัยเจ้าหน้าที่ดีเยี่ยม ^_^,"Modern, excellent staff. ^ _ ^",5
Chulalongkorn,ดีมากๆเพราะเคยพาลูกไป,"Well, because it had to take the children.",3
Chulalongkorn,ส่วนน้อยที่จะเจอการบริการของพยาบาลที่ดี ยิ่งตึกสวัสดิ์ล้อมแล้ว คนผิวค้ำๆอายุมากกว่าคนอื่น เก๋าจริงๆหน้าบอกบุญไม่รับ พยาบาลใหม่ๆก็ดีหน่อย แต่ไม่รู้อยู่ไปนานๆจะเป็นเหมือนพวกอยู่นานหรือเปล่า ไม่เข้าใจว่าเมืองไทย โรงพยาบาลรัฐบาลทำไมต้องเป็นแบบนี้ ถ้าคุณไม่จรรยาบรรณในการบริการมาเป็นพยาบาลทำไมล่ะค๊าบ ไปทำอาชีพอื่นดีกว่า ผมศรัทธาในตัวคุณหมออย่างเดียวไม่งั้นผมไม่เข้ามาใช้บริการแน่ๆ น่าจะมีการให้คะแนนเหมือนตามธนาคารนะ ก่อนจะขึ้นเงินเดือนให้ ให้ผู้ใช้บริการกดให้คะแนน คนไหนโดนร้องเรียนมากๆไม่ต้องขึ้นเงินเดือนให้ ดูซิว่าจะบริการดีมั้ย ผมเป็นนักฟุตบอลทีมชาติรับใช้ชาติมาเป็นสิบกว่าปี แต่มาหมดกำลังใจจากคนไทยด้วยกัน หวังว่าโพสของผมคงไปถึงผู้อำนวยการโรงพยาบาลจุฬา คงได้อ่านนะครับ,"The minority will have the services of a good nurse. The building was surrounded Morning Mixed age bracket than others. Really old wry face New nursing bit better But the longer they stay longer to be like that. I understand that Thailand Why is this government hospital. If you are a nursing service ethic, why fuck. Others do better I believe in you, I just do not think I did not come to me. I would have to rate as the banks do. Prior to raise salaries The press service rating. People do not need to raise a lot of complaints. Find out if the service is good. I am a footballer serve the country for ten years. But to discourage people from Thailand together. I hope that the post of the director of Chulalongkorn Hospital. I've read it",2
Chulalongkorn,มันร้อนๆๆๆๆสุดๆไปเลย,It was hot so great to me.,5
Chulalongkorn,เป็นสถานพยาบาลที่มีผู้ป่วยอาวุโสจำนวนมารับการรักษา บริการดีจัดระบบคิวได้ดีมาก ซึ่งสะดวกมากสำหรับผู้ป่วยที่เคยมา แล้ว แต่ผู้ป่วยใหม่ค่อนข้างจะลำบากมากเรื่องระบบการให้บริการต่างๆที่แยกส่วน หาflow chartการให้บริการเพื่ออ่านให้เข้าใจยากมาก ถามประชาสัมพันธ์ก็ตอบสั้นๆไม่ค่อยอธิบายมาก แต่ก็สรุปว่าบริการดีกว่าต่างจังหวัดมากครับ โดยเฉพาะเมื่อเข้าถึงนายแพทย์คุณหมอทั้งหลายใจดีเหลือเกิน อธิบายดีและรักษาอย่างสุดฤทธิ์สุดเดช ไม่ยอมแพ้ง่ายๆ ขอยกย่องนับถือครับ,"The hospital has treated a number of senior patients. Service was very good system queue. This is very convenient for the patient, but the patient never quite seemed very new system of modular services providing a flow chart to read a very elusive. Ask PR response was not described very briefly. It concluded that better served the country very much. Especially when access to medical doctors are exceedingly generous. Describe and maintained immensely. Do not give up easily Let them praise",5
Chulalongkorn,คุณหมอเก่งมากค่ะ ขอขอบพระคุณ อ.หมอรุ่งศักดิ์ แพทย์ผู้เชี่ยวชาญด้านผ่าตัดสมอง ที่ได้รักษาดิฉันให้หาย มีชีวิตใหม่ที่ดีขึ้น,I would like to thank the doctors are very good. I Rungsak. Medical professionals brain surgery The treatment I cured A new life for the better,5
Chulalongkorn,ไม่เคยใช้บริการคิดว่าเป็นโรงพยาบาลที่มีมาตรฐานสูง,I think this is a hospital with a high standard.,5
Chulalongkorn,ลูกเป็นไข้พาลูกมาตรวจตั้งเวลา17.00 จนถึงเวลา18.17 ยังไม่ได้ตรวจ พยาบาลบอกว่าประวัติยังไม่มาต้องอีกครึ่งชั่วโมงไข้ก็ไม่ได้วัด ดูพยาบาลแม่งทำงานลูกไข้ปวดหัวจะแย่แล้วแต่พยาบาลแม่งไม่ได้ห่าอะไรเลย จ่ายเงินสดนะไม่มีบตรอะไรแม่งทำช้ามากๆ,"Baby fever take children to the examination at 17.00. Until 18:17 Unchecked The nurse said that history has not come to half an hour the fever was not measured. See your mother nursing a child running a fever, headache, poor health, but your mother did not find anything. I do not have the cash to pay your mother, do not drive very slowly.",1
Chulalongkorn,แย่มาก..คนไข้รอนานมาก..ระบบล่าช้า...มากี่ทีๆก็เหมือนเดิม..ถ้าจ่ายเอง..เรียกเร็วมาก..ถ้าฟรี..รอนานมาก..เจ้าหน้าที่มั่วแต่คุย.. ไอ้ตรงช่อง..1-5อ่ะ..ปรับปรุงมั้งดิ..มาแต่6:00 9:00โมงกว่าแล้วยังไม่ได้..คิวตรวจ.. #เวลานั่งมองเจ้าหน้าที่.สังเกตุนานล่ะ..มั่วแต่คุย..หัวเราะคิกคักๆๆๆ...มาทำงานหรือมาคุย..บางทีก็เดินไปนู้นนี่..โห่..แย่มาก..รพ..ก็ใหญ่..ระบบหน้าจะดีกว่านี้..,"Terrible.. Patients wait so long.. No matter how the system delays ... it's like.. If you pay yourself.. Run very fast.. If free.. Wait a very long time.. But authorities speculate on .. I'm straight channels 1-5 .... The great improvement.. But 6:00. 9:00 pm, then it's not over.. .. check queue # I looked at the officer. I noticed a long time.. To speculate, but I.. Giggling like coming to work ... or talk.. I went to this shirt.. Ho.. Terrible.. Hospital .. it's big.. the system will be better than this ..",1
Chulalongkorn,5 วันที่ทำบอลลูนหัวใจ ณ. โรงพยาบาลจุฬา ขอขอบคุณคุณหมอและคุณพยาบาลที่ดูแล เอาใจใส่เป็นอย่างดี ขอคุณงามความดีจงส่งผลให้ทุกท่านได้รับแต่สิ่งที่ดีๆตลอดไป นาง ศจี บุญญกนก #โรงพยาบาลจุฬาลงกรณ์ #โรคเส้นเลือดหัวใจตีบ #บอลลูนหัวใจ,"5 days balloon at heart. Chulalongkorn Hospital. Thank you to the doctors and nurses who care. There's a well Let them do good results you get, but what a great time she Sajee Boonyasatit birds # Chulalongkorn Hospital. # # Coronary heart disease, heart balloon.",5
Chulalongkorn,บริการเยี่ยม,exceptional Service,2
Chulalongkorn,ตั้งแต่เข้ารับการรักษาที่ รพ.จุฬาฯ เป็นเวลา 3 ปีแล้ว คณะแพทย์ให้ความดูแลรักษาเป็นอย่างดีค่ะ...รู้สึกดีมาก ขอบคุณค่ะ ที่ใส่ใจคนไข้ทุกระดับชั้น,"Since admitted to the hospital for 3 years, CU doctors providing care is very good ... very good thanks to the care of patients at all levels.",4
Chulalongkorn,ห้องพิเศษก็โอเคร ห้องธรรมดาก็ไม่รู้เหมือนกันว่าเป็นยังใงครับไม่เคยใช้บริการ. (แต่ก็ไม่ใช้จะดีกว่า55),The room is OK Standard Rooms do not know as yet ใg I never use. (It will not take more than 55).,4
Chulalongkorn,รอตรวจ นานแว้ว,Waiting for IP:,5
Chulalongkorn,หาที่จอดรถยากมาก เบื่อที่ใช้แพทย์ฝึกหัดตรวจคนไข้แถมเป็นคนไข้นัดตามตรวจอยู่แล้วทุกสามเดือนแต่กลับไม่รู้อะไรเลย,"Very difficult to find parking I used it as a practicing physician, patient wards shots already examined every three months but did not know anything.",2
Chulalongkorn,บริการดีเครื่องแพทย์ทันสมัย,Good service and modern medicine,4
Chulalongkorn,งานที่มากเจ้าหน้าที่คงจะทำไม่ทันน่าเห็นใจครับขอบคุณครับที่ทำงานเหนื่อยเพื่อประชาชน,"Authorities do not have a lot of sympathy, thank you tired of working for the people.",4
Chulalongkorn,หมอที่นี่เก่งมากครับ,Doctors here are very good,5
Chulalongkorn,ได้รับการผ่าตัดเนื้องอกในสมอง ปี 2553 ด้วยความสำนึกในพระคุณอันยิ่งใหญ่ของคณะแพทย์และพยาบาล,Had surgery on a brain tumor in 2553 with the immense gratitude of doctors and nurses.,5
Chulalongkorn,ไปมาสะดวกแต่ไม่มีที่จอดรถเจ้าหน้าที่บางคนพูดจาและบริการไม่สุภาพ,To the hotel but no parking and some officials saying impolite.,4
Chulalongkorn,เป็นสถานที่ทรงเกียรติ์ เป็นที่พึ่งพาของคนยากไร้ยามเจ็บไข้,A prestigious The dependence of the poor fall guards.,3
Chulalongkorn,การอธิบายขั้นตอนเข้ารักษาดีมากฟังได้ เข้าใจง่าย .หมอกระดูกและพยาบาลเป็นกันเองไม่ดุ..สถานที่ดีสะอาดเรียบร้อย ร่มรื่น.เรียกว่า5ดาวครับ,The described procedure can be treated very easily understood. Orthopedic doctors and nurses are not friendly materials.. Great place clean and tidy. Shady. I call it a 5 star.,5
Chulalongkorn,จะกี่ครั้ง จะกี่หน ต้องใช้ความอดทน และ ทำใจ ทุกครั้งที่มา ไม่ว่าตะพยายามคิดในแง่ดีแค่ไหนก็ไม่สามารถ ทำให้ความรู้สึกดีขึ้นเลย ได้แต่คิดผิดที่กู เสือกมาที่นี่เอง ก็รู้ว่าไม่ได้มีเพียงแต่เรา ทุกคนก็ใช้ความอดทนแต่ตลอดปีกว่าที่เพียรมารักษาที่นี่ จากความหวัง กลายเป็นความฝังใจและฝังยันรากลึก ในแง่ลบ มากๆๆๆๆๆๆๆ,"How many times in how many will require patience and time to chill. The Japanese tried to think in terms of how well it can not. I feel better But that's wrong Obtrusive to me I know that there is only us. All it takes patience, perseverance, but throughout the year than the treatment of this hope becomes a lean Seder and buried deep in a very negative sense any more.",2
Chulalongkorn,มาจากต่างจังหวัดตั้งแต่6โมงเช้า คุณหมอเข้า-ออกเวรตอน 7-9โมงเช้า ช่องทำบัตรก็ยังไม่ทำงาน เล่นมือถืออยู่ได้แย่ๆๆๆๆห่วยๆๆๆๆๆๆๆๆ สอบถามยามก็มารยาทห่วย,Of the province from 6 am. Doctor - off duty at 7-9 o'clock in the morning the cards did not work. Play Mobile is not any worse crap any more. Ask the guard was bad manners,1
Chulalongkorn,พยาบาลรพ.รัฐหลายๆที่ปรับปรุงเรื่องหน้าตาและการให้บริการกันหมดแล้ว ไม่คิดว่าจุฬาจะยังคงการบริการด้วยสีหน้าและสีหน้าเหมือนสมัยที่ยังไม่มี Social Network นะคะ,"Hospital hospital several states to improve the appearance and serving each other out. I think the university will continue to serve with facial expressions and, like the latter, there is no Social Network here.",1
Chulalongkorn,เคยไปเหมือนกันคนเยอะมากเดินหาตึกยากเพราะมีหลายตึกคนไม่เคยไปงงแน่ๆ,I went to a lot of people find it difficult because there are many building blocks were never going to do it.,3
Chulalongkorn,ขอบคุณมากค่ะที่ดูแลคนต่างจังหวัดอย่างเราดีมากให้ความช่วยเหลือและคำแนะนำดีมากค่ะทั้งคุณหมอและทีมงานทุกคนค่ะ,"Thank you for caring for our great country to offer help and advice, very good for both the doctor and all the staff here.",5
Chulalongkorn,ไปจนมีความรู้สึกเป็นบ้านอีกหลัง_ไปบ่อยซะจนเหนื่อย แต่! ก็ต้องไป,"To finally have a sense of home away from home _ often to me, but I'm tired! I must go",2
Chulalongkorn,ผมมีชีวิตใหม่ กับ ที่นี่ขอบพระคุณ หมอพยาบาล ทุกท่านที่มอบชีวิตใหม่ให้,"I have a new life here, doctors, nurses, thank you for giving new life.",5
Chulalongkorn,กับความประทับนี่ บอกเลยสุดยอดมาก บริการดีเยี่ยม,With this stamp Tell Top Excellent Service,5
Chulalongkorn,เยี่ยมยอดที่สุดเรยค่ะ ขอบคุณคุณหมอทุก ๆ ท่าน พยาบาลทุกท่าน แม่บ้านทุกท่าน และบุรุษพยาบาลทุกท่าน โดยเฉพาะทีมแพทย์สายสีฟ้า ที่ทำการผ่าตัดให้ลูกสาว รวมถึง นิสิตแพทย์ปี 4 ที่เข้ามาดูแล พูดคุย และให้กำลังใจ แม้จะอยู่โรงพยาบาลเพียง 6 วัน แต่อบอุ่นใจ รู้สึกปลอดภัย ขอบคุณมากที่สุดเลยค่ะ,"Finally, it's a great Thank you doctor, every nurse, every person. Every housewife And nurse all The medical team blue line. Post surgery, his daughter, including medical students, 4 years who took care of talk and encouragement. Even in the hospital for 6 days, but warm feel safe. Thank you most",1
Chulalongkorn,เก่งมากคับ,Very tight,3
Chulalongkorn,บริการดีเอาใจใส่คนไข้ให้คำปรึกษาละเอียดมาก,"Good patient care services, counseling resolution.",4
Chulalongkorn,การบริการ ยอดเยี่ยมมาก,"Excellent service, very",5
Chulalongkorn,คนไข้เยอะมากไปรพต้องทำใจคิดว่าคุณหมอเเละเจ้าหน้าทื่ทุกฝ่ายทำดืทื่สุดเเล้ว,Hospital patients have to accept that your doctor FDA officials were all made during the most creeped me.,5
Chulalongkorn,มาหาหมอนัด 7.30 น. ทำใบนัดส่งตัวผิดชั้นกันเอง ชั้ลต้องพายายมานั่งรอ เสียเวลาเพราะคุณๆทั้งหลาย3ชม.เต็มๆ กว่าจะได้ตรวจเกือบเที่ยง โทษกันไปโทษมาไม่คนรับผิดชอบเลย ไร้ระบบ! แต่ขอบคุณพยาบาลชั้น13นะคะช่วยทำเรื่องให้จนเสร็จ เรียบร้อย #ในสิ่งไม่ดีมักจะเกิดเรื่องราวดีๆ,"The doctor strikes 7:30. I made a mistake sending the layers themselves. Schulz took her to wait. Waste of time because you have all the 3-hour full. It was almost noon Check Blame to blame the people responsible do not access the system! But thanks to medical grade 13, made it to the finish in the # bad things always happen to good stories.",1
Chulalongkorn,บริการดี เจ้าหน้าที่พูดจาสุภาพ การรักษาไม่เลือกปฏิบัติไม่ว่าบัตรทองหรือเสียเงินเอง เจ้าหน้าที่เป็นกันเองกับคนไข้(เป็นญาติคนไข้ที่ไปใช้บริการที่ห้องส่องกล้องต่ะ),"Good service, polite staff The treatment does not discriminate whether or Gold card to pay for itself. Friendly staff and patients (patients relative to the services at the endoscopy pesetas).",4
Chulalongkorn,พาพ่อมาสลายต้อกระจก บริการดีเกินคาดค่ะแผนกนี้ พยาบาลเก่งมาก แนะนำขั้นตอนการดูแลแผลทั้งกับคนไข้และญาติอย่างดี เป็นกันเอง ยิ้มแย้มและตอบคำถาม ขากลับเขาเห็นพ่อเราอาการไม่ค่อยดี เขาโทรเรียกรถกอล์ฟมารับถึงตึกให้พาไปส่งตึก ภปร. เพื่อไปต่อรถไฟใต้ดินให้ด้วย ประทับใจ อยากให้ทุกแผนกเป็นแบบนี้,"Her father had cataract surgery Expected better service than this department. Nurses are very good Recommended procedures for wound care with the patients and their relatives, as well as a friendly smile and answer questions. On the return trip, we saw a very good father. He calls the golf cart to get the building blocks that led to global security. To get to the subway with the impression that all departments are.",4
Chulalongkorn,ดีค่ะ คนใกล้ตาย ได้เกิดใหม่หลายคน และสมกะเป็นโรงพยาบาลรัฐ ที่1 ในใจฉัน,"Good people have died, many of them new. And it is the State Hospital No. 1 in my heart.",5
Chulalongkorn,วันนี้พาแฟนมาเจาะตรวจไตประจำปี. คุณหมอให้มายืนเรื่องที่ห้อง 35. พอทำเรื่องเสร็จพี่ห้อง35 ให้ไปยืนเอกสารตรวจเช็ดสิทธ์ปนะกันสังคม แต่คนรับผิดชอบลา ทั้ง2คน. แล้วให้เราเดินไปๆมาๆ เรื่องไม่เสร็จสักที ห้องตรวจสิทธ์ก็พูดจาไม่ดี ไม่สมกับทำงานบริการเลย(ห้อง1 ตรวจสอบสิทธ์) แย่มากๆๆ ขอบคุณพี่ห้อง35. โต๊ะ2. ที่ช่วยทำเรื่องให้จนเสร็จ,This led fans to check kidney annual drill. Doctor to stand at about 35. I do not finish 35 rooms. To check filing wipe it right off society. But the man in charge of La 2 people. Then we went back and forth. The story does not finish once Check room was disqualified themselves well. The service is not working at all (room 1. Check right) very little room thanks to 35. Table 2. helped make the finish.,1
Chulalongkorn,อีกนิดหน่อย,a little more,4
