comment;score;en_com
"
บริการดี พยาบาลน่ารัก และเจ้าหน้าที่น่ารัก
";5;Good service, cute nurses and lovely staff.
"
ไปคลีนิคนอกเวลา หมอตรวจละเอียด มีการติดตามผลการรักษา
";4;Go to a part-time clinic Doctor Have follow-up treatment results
"
น้องชายเกิดอุบัติเหตุรถชนสมองไหลกะโหลกแตกละเอียด..รพ.ที่แรกที่เข้าคือบางมดไม่ทำแผลเข็นน้องไปมาจนเราโวยวายถึงบอกจะส่งน้องไปจุฬา..พอไปถึงจุฬาหมอบอกน้องสมองเสียหายมาก..ผ่าตัดถึง2ครั้งมีคำพูดนึงที่หมอพูดทำให้เรามีกำลังใจ..หมอพูดว่า..เอาแค่น้องรอดก่อนนะเรื่องอื่นค่อยว่ากัน..เพียงคำพูดนี้กำลังใจของครอบครัวมามากมาย..ทั้งที่หมอบอกให้ทำใจในการผ่าตัดครั้งแรก..เพราะให้เลือดมากแล้วเลือดมาคลั่งอีกข้างถ้าผ่าน้องจะเลือดออกเยอะแล้วช็อคพวกเรากอดกันนั่งร้องไห้หน้าห้องicuจนหมอต้องบอกว่าหมอจะเอาค่าเลือดน้องไปตรวจถ้าน้องสู้หมอก้อจะสู้..แล้วหมอก้อบอกน้องสู้..เอาแค่น้องรอดก่อนนะ...แสงสว่างที่ริบหรี่สว่างขึ้นทันที..ขอบคุณหมอที่ รพ.จุฬา
";5;The younger brother had a car crash, a brain drain, and a broken skull. The first hospital in Bangmod was not wounded, so he went to see him. She told him that the brain was damaged. .. surgery up to 2 times. There is one word that the doctor said makes us cheer. .. The doctor said .. take only your brother first. Other things are said. The doctor told me to take care of the surgery. First, because the blood is so high, the blood comes to the other side. If you cut your blood, you will bleed a lot and shock. We hug each other, sit and cry in front of the ICU room. I will fight .. and then Dr. Kor told me to fight .. take only my brother first ... the light that is lit up immediately ... thanks to the doctor at Chulalongkorn Hospital
"
ดิฉันได้เข้ารักษาที่โรงพยาบาล(คลินิกพิเศษรอกเวลาราชการ) ซึ่งขั้นตอนแรกต้องทำบัตรประจำตัวผู้ป่วยก่อน และก็ต้องทีนีดหมายจากแพทย์ด้วย เนื่องจากดิฉันได้โทรเข้าโรงพยาบาลและได้ทำการจองคิวนัดตรวจกับคุณหมอเรียบร้อยแล้วโดยพยาบาลจะถามชื่อ และอาการป่วย แล้วทำนัดกับคุณหมอให้ เมื่อถึงวันเวลานัดก็เข้าพบกับคุณหมอได้ และถือว่าตรงเวลามากๆ ไม่เสียเวลาเลย เมื่อตรวจเสร็จ ก็สามารถไปรัยาและชำระเงิน แต่ขั้นตอนนี้จะใช้เวลานานหน่อยแต่ก็ไม่เกิน20นาที เพราะต้องรอรับยาและชำระเงินพร้อมกันทุกแผนกทำให้มีจำนวนคิวที่เยอะ แต่โดยรวมแล้วดิฉันก็ประทับใจในการบริการของโรงพยาบาลมาก เพราะทุกคนสุภาพ พูดจาดี และคุณหมอของที่นี้ก็เก่งมากๆดลยค่ะ
";4;"I was admitted to the hospital (special clinic, pulleys, office hours). The first step was to make an ID card first. And must be referring to the doctor as well Since I had already called to the hospital and had booked the appointment with the doctor, the nurse would ask the name and illness and make an appointment with the doctor. At the time of the appointment, he met with the doctor. And considered very punctual Don&#39;t waste time When finished Can go to pay and pay But this process will take a little longer but not more than 20 minutes Because they have to wait to receive drugs and pay at the same time in all departments, resulting in a large number of queues But overall, I was very impressed with the service of the hospital. Because everyone is polite, good-natured, and the doctor of this place is very good."
"
มีมาตรฐานและการบริการสูง
";5;With high standards and services
"
หมอใจดีมากก
";4;The doctor is very kind.
"
การบริการเป็นระบบ,ถ้าไม่พูดถึงการรอ ในส่วนของแผนกเด็กมีการติดตามผลอย่างต่อเนื่องพยาบาลเด็กเป็นมิตรดีค่ะ
";5;"Service is a system, if not talking about waiting. In the section of the children&#39;s department, there is continuous follow-up. Friendly nurses are good."
"
ให้คำปรึกษาดี ตอบอธิบายคนไข้อย่างละเอียด และมีเครื่องมือ การรักษาที่ทันสมัย
";5;Good advice Answer, explain the patient thoroughly And have tools Modern treatment
"
ดิชั้นเป็นคนไข้กระดูกพรุน และกระดูกสะโพกเสื่อมไม่สะดวกในการเดิน บ่อยครั้งที่ไปโรงพยาบาลต้องเดินไปตรวจที่ตึกต่างๆซึ่งไกลกันมากๆ เมื่อดิชันขอความช่วยเหลือโดยขอรถเข็น มักจะได้รับปฏิกิริยาสีหน้าที่บ่งบอกถึงความรำคาญที่ดิชั้นไม่มีญาติมาเข็น(ซึ่งดิชั้นไม่สามารถหาญาติไปด้วยได้เนื่องจากความจำเป็นหลายอย่าง) เจ้าหน่าที่รถเข็นจะบอกให้รอ แต่ไม่รับประกันว่าจะกี่ขั่วโมง!เพราะต้องรอเจ้าหน้าที่ตึกนั่น(ที่ดิชั้นต้องการจะไปรักษา)มา แล้วที่เจ็บคือเจ้าหน้าที่ 4-5 คนนั่งคุยกันต่อโดยไม่สนใจดิชั้นอีก นี่แค่ 1 ในเรื่องอีกหลายเรื่องที่เจอ ทั้งระบบการต่อคิว การตรวจเลือดก็เปลี่ยนแปลงแทบทุกครั้งที่ไปรักษา เจ้าหน้าที่ตอบไม่ตรงกันทำให้ดิชั้นต้องเดินขึ้นลงหลายรอบ บางท่านบอกไม่ต้อวออกบัต่(ประกันสังคม)พอจึ้นไปข้างบนบอกไม่ได้ ต้องลงไปเอาบัตร ต่อแคิวอีกรอบ ยังมีอีกเยอะค่ะ เล่าไม่หมด
";2;"The class is a patient of osteoporosis. And hip bones deteriorate, not easy to walk Often going to the hospital, have to walk to check the various buildings which are very far apart. When Dit asks for help by requesting a wheelchair Often receiving a reaction to the color that indicates the annoyance that Di Lay does not have a relative to wheelchair (which the class cannot find relatives with because of many necessities). But does not guarantee how many hours! Because having to wait for the building staff (where the class wants to go for treatment) And the pain is 4-5 people sitting down to talk to each other without being interested in another class. Both queue extension systems Blood tests were changed almost every time they were treated. The staff did not respond, causing the D-class to walk up and down several times. Some of you can&#39;t tell you to leave (Social Security). Must go down to take the card Continue to cycle again There are still many, not all."
"
ผมเป็นอีกหนึ่งคนไข้ ที่เคยได้เข้ารับการรักษาที่โรงพยาบาลจุฬาลงกรณ์ เป็นเวลาเกือบ 2 เดือน ที่ต้องพักรักษาตัวในฐานะคนไข้ใน ณ โรงพยาบาลแห่งนี้ โดยผมได้รับสิทธิ์ด้วยการใช้บัตรทอง ......ความรู้สึกตอนแรกที่เข้ารับการรักษา ก็ยังไม่รู้สึกถึงความพิเศษอะไร ความคิดแว๊บแรกคือ ที่นี่คือโรงพยาบาลรัฐ จะเทียบกับที่อื่นๆได้หรือไม่ เหตุผลที่คิดแบบนี้ ก็เพราะเคยได้ยินคนอื่นๆ พูดเปรียบเปรย ไปต่างๆ นาๆ ให้ได้ยินเสมอ ในแง่ของการบริการ ของโรงพยาบาลรัฐฯ แต่หลังจากที่ผมได้เข้าทำการรักษา ตอนนั้น ผมยังไม่ได้มีเตียง เนื่องจากคนไข้เย่อะมาก จึงต้องนอนรวมในห้องฉุกเฉิน เพื่อรอเตียงว่าง ความรู้สึกที่สัมผัสได้ กับสิ่งที่เคยได้ยินมาตลอดเวลานั้น มันช่างแตกต่างกันโดยสิ้นเชิง ผมได้รับการปฎิบัติเป็นอย่างดี จากทั้งคณะแพทย์ นักศึกษาแพทย์ เจ้าหน้าที่ของโรงพยาบาล เวลาผ่านไป 5 วัน จนผมได้เตียง และหอพักรักษาตัว ความรู้สึก และสิ่งที่ได้รับการปฎิบัติต่อผมนั้น ต้องขอชื่นชม ด้วยใจ การดูแลเอาใจใส่ การเยี่ยมไข้ การตรวจ การวินิจฉัยโรค คณะแพทย์ทำอย่างรอบคอบ วิเคราะห์ อาการที่เป็น การให้ยา การใช้วิธีการรักษา และอื่นๆ อีกมากมาย ที่ผมได้รับจากที่โรงพยาบาลแห่งนี้ วันที่ต้องเดินทางไปแอตมิน คิดอยู่อย่างเดียวว่า จะได้มีโอกาส ได้กลับบ้านไหม หรือจะต้องจบชีวิตลงที่โรงพยาบาลแห่งนี้ แต่สุดท้ายแล้ว ด้วยความเอาใจใส่ต่อผู้ป่วย ความรู้ของคณะแพทย์ทั้งหมด ที่ทุ่มเท กาย ใจ สติ ปัญญา ทำให้ผม ได้กลับมาบ้าน มาด้วยความปลอดภัย จนทุกวันนี้ ผมยังรู้สึกถึงความมหัศจรรย์ ที่ได้รับจากที่โรงพยาบาลจุฬากรณ์ และจะไม่มีวันลืม ความเมตตา กรุณา ปราณี ต่อ อดีต คนไข้ คนหนึ่ง ที่ ยมทูต เคยเกือบจะเอาชีวิตกลับไปแล้ว ครับ
";5;"I am another patient Who had been admitted at Chulalongkorn Hospital For nearly 2 months, he had to stay as an inpatient at this hospital. I got the right to use the gold card. ...... The first feeling of treatment Still not feeling anything special The first thought is This is a public hospital. Can be compared to other places? Reasons to think like this Because he had heard other people Speak figuratively, and always hear. In terms of service Of the state hospital But after I got into treatment, I didn&#39;t have a bed. Because the patient is very sick Therefore having to sleep in the emergency room To wait for an empty bed Feeling that can be touched With what had been heard all the time It&#39;s totally different. I was treated very well. From both the medical team Medical student The staff of the hospital have passed 5 days until I get the bed and the dormitory, keeping the feelings and things that have been treated to me, must be appreciated by the heart, care, visit, fever, examination, diagnosis. The medical team carefully studied the symptoms of medication, use of treatment methods and many other things that I received from this hospital. Date to travel to Atmin Thinking only to have the opportunity to return home? Or will have to end life at this hospital But last With care for patients The knowledge of all the doctors who devoted their body, mind, mind, and wisdom made me come home. Come with safety until today, I still feel the magic. Received from Chulalongkorn Hospital And will never forget the benevolence of a former patient who had almost taken his life back."
"
มาตรฐานสากล
";5;International standard
"
มาถึงคนแรกตกใจ!เลย ใบคิวเสียบไว้เป็นหลายสิบ
";1;Arrived, the first person was shocked! The queue is inserted into dozens.
"
ผู้คนมากมาย บริการดี พึ่งมาได้ครั้งที่2 คงมีโอกาศมาอีกหลายครั้ง
";4;Many people, good service, just come to the 2nd time. There have been many occasions.
"
อยากจะขอฝากชื่นชมคุณหมอและพยาบาลแผนกสูตินรีเวช ตึกภ.ป.ร.ค่ะ คือไปมาโรงพยาบาล 2-3 ครั้งแล้ว แต่เพิ่งได้เจอกับคุณหมอที่นัดไว้วันนี้ เหตุเพราะเรามาช้าเอง เดินทางมาจากศรีราชา ชลบุรี เจอรถติดเลยไม่ทัน แต่วันนี้ได้เข้าตรวจกับคุณหมอ รู้สึกสบายใจอย่างบอกไม่ถูก พยาบาลก็บริการดีมากๆ ประทับใจค่ะ เลยทำให้มีกำลังใจในการรักษา ก่อนหน้านี้ยอมรับว่าท้อมากๆแอบร้องไห้ทุกวัน พอมาที่นี่วันนี้รู้สึกขอบคุณคุณหมอมากๆค่ะ ท่านดูใส่ใจและให้คำแนะนำดีมากค่ะ
";5;Would like to appreciate the doctors and gynecologist nurses in the building, P.P., which is 2-3 times in the hospital Because we were late Travel from Sriracha, Chonburi. Can not find the car next to it. But today I checked with the doctor. Feeling at ease Nursing service is very good. Impressed, so there is encouragement in treatment. Previously admitted that he was very discouraged, crying every day. After coming here today, thank you very much. You look very attentive and give advice.
"
ทุกอย่างสำหรับเรา ..ดีเยี่ยม
";5;Everything for us .. excellent
"
อุ่นใจใกล้หมอเก่งๆ
";4;Peace of mind near the good doctor
"
พึ่งพาได้เสมอเลย
";5;Always dependable
"
ขอขอบคุณหมอและพยาบาลที่ดูแลคนไข้เป็นอย่างดี บางครั้งอาจพูดไม่ไพเราะ
";4;Thank you to the doctors and nurses who take good care of the patients. Sometimes may not speak well
"
หมอและพยาบาลดูแลดีีค่ะเข้าใจคนไข้ยิ้มแย้มแจ่มใส
";4;Doctor and nurse take good care. Understand the patient. Smiling.
"
การบริการ ดีมากค่ะ ใส่ใจผู้ป่วย
";5;The service is very good. Pay attention to patients.
"
ปกติโรงพยาบาลนี้บรการดีนะคะสะอาดเคยพาแม่ไปรักษาอาการแม่ดีขึ้นแต่เปนเพาะเสียเงินหรือเปล่า....แตร่
";5;Normally, this hospital is good, clean, used to take my mother to treat the mother better, but is a waste of money? .... But
"
อู่ข้าว.อู่น้ำ.จุฬาให้ทุกอย่างเจ้าหน้าที่บุคคลากรทุกท่านมีความเป็นอยู่ดีทุกคน.ขอให้ทุกท่านสำนึกในบุญคุณของ,ร.พจุฬาด้วยให้ซื่อสัตย์ในหน้าที่ที่ท่านได้รับผิดให้ดีที่สุด
";3;URBAN. Wailing. Chulalongkorn gives everything, every staff member is well-being. Everyone, I wish you all the gratitude of, R. Chula.
"
บุคคลากรดีมาก น้องผู้ช่วยยิ้มแย้มดี แม่นอนร.พ.ห้ามเฝ้า แต่มีน้องผู้ช่วยดูแลอย่างดี ลดกังวลได้กึ่งหนึ่ง
";4;"Very good staff The assistant smiling The mother sleeps the hospital. Don&#39;t watch. But have a good assistant Reduce half of worry"
"
ฉันต้องไปตรวจร่างกายที่นี่ทุกๆ3 เดือนเป็น รพ.รัฐบาลที่ดูแลคนป่วยได้ดีที่สุดขอบคุณคุณหมอทุกๆท่านค่ะ
";5;I have to go to the physical examination here every 3 months. It is the government hospital that takes care of the sick most. Thank you to every doctor.
"
มีความทันสมัยเจ้าหน้าที่ดีเยี่ยม ^_^
";5;With modern, excellent staff ^ _ ^
"
ดีมากๆเพราะเคยพาลูกไป
";3;Very good because I used to take my children.
"
ส่วนน้อยที่จะเจอการบริการของพยาบาลที่ดี ยิ่งตึกสวัสดิ์ล้อมแล้ว คนผิวค้ำๆอายุมากกว่าคนอื่น เก๋าจริงๆหน้าบอกบุญไม่รับ พยาบาลใหม่ๆก็ดีหน่อย แต่ไม่รู้อยู่ไปนานๆจะเป็นเหมือนพวกอยู่นานหรือเปล่า ไม่เข้าใจว่าเมืองไทย โรงพยาบาลรัฐบาลทำไมต้องเป็นแบบนี้ ถ้าคุณไม่จรรยาบรรณในการบริการมาเป็นพยาบาลทำไมล่ะค๊าบ ไปทำอาชีพอื่นดีกว่า ผมศรัทธาในตัวคุณหมออย่างเดียวไม่งั้นผมไม่เข้ามาใช้บริการแน่ๆ น่าจะมีการให้คะแนนเหมือนตามธนาคารนะ ก่อนจะขึ้นเงินเดือนให้ ให้ผู้ใช้บริการกดให้คะแนน คนไหนโดนร้องเรียนมากๆไม่ต้องขึ้นเงินเดือนให้ ดูซิว่าจะบริการดีมั้ย ผมเป็นนักฟุตบอลทีมชาติรับใช้ชาติมาเป็นสิบกว่าปี แต่มาหมดกำลังใจจากคนไทยด้วยกัน หวังว่าโพสของผมคงไปถึงผู้อำนวยการโรงพยาบาลจุฬา คงได้อ่านนะครับ
";2;"The little part that will find good nursing services The more the building has been built People supporting the skin more than others Really old, not accepting requests New nurses are good. But don&#39;t know for a long time will be like those for a long time or not Do not understand that Thailand Government hospitals, why this? If you don&#39;t have a code of ethics to be a nurse, why? Go to do another career I believe in the doctor only, otherwise I will not come to use the service for sure. Should have a rating like the bank Before raising salaries Allow users to rate Any person who gets a lot of complaints doesn&#39;t have to raise salary. See if the service is good. I am a national football team for over ten years. But come to despair from the Thai people together Hopefully my post will go to the director of Chula Hospital. Would have read"
"
มันร้อนๆๆๆๆสุดๆไปเลย
";5;"It&#39;s really hot."
"
เป็นสถานพยาบาลที่มีผู้ป่วยอาวุโสจำนวนมารับการรักษา บริการดีจัดระบบคิวได้ดีมาก ซึ่งสะดวกมากสำหรับผู้ป่วยที่เคยมา แล้ว แต่ผู้ป่วยใหม่ค่อนข้างจะลำบากมากเรื่องระบบการให้บริการต่างๆที่แยกส่วน หาflow chartการให้บริการเพื่ออ่านให้เข้าใจยากมาก ถามประชาสัมพันธ์ก็ตอบสั้นๆไม่ค่อยอธิบายมาก แต่ก็สรุปว่าบริการดีกว่าต่างจังหวัดมากครับ โดยเฉพาะเมื่อเข้าถึงนายแพทย์คุณหมอทั้งหลายใจดีเหลือเกิน อธิบายดีและรักษาอย่างสุดฤทธิ์สุดเดช ไม่ยอมแพ้ง่ายๆ ขอยกย่องนับถือครับ
";5;Is a nursing home with a number of senior patients receiving treatment Good service, good queuing system Which is very convenient for patients who have been in the past, but new patients are quite troublesome about the various service systems that are separated. The public relations question was answered briefly, rarely explained. But concluded that the service is much better than other provinces Especially when accessing the doctor, Dr. Chao, so kind Describe well and heal with extreme power. Do not give up easily Honoring
"
คุณหมอเก่งมากค่ะ ขอขอบพระคุณ อ.หมอรุ่งศักดิ์ แพทย์ผู้เชี่ยวชาญด้านผ่าตัดสมอง ที่ได้รักษาดิฉันให้หาย มีชีวิตใหม่ที่ดีขึ้น
";5;Dr. Keng very much. Thank you Dr. Rungsak. Brain Surgery Doctor That healed me Have a new life better
"
ไม่เคยใช้บริการคิดว่าเป็นโรงพยาบาลที่มีมาตรฐานสูง
";5;Never used the service, thinking that it is a hospital with high standards
"
ลูกเป็นไข้พาลูกมาตรวจตั้งเวลา17.00 จนถึงเวลา18.17 ยังไม่ได้ตรวจ พยาบาลบอกว่าประวัติยังไม่มาต้องอีกครึ่งชั่วโมงไข้ก็ไม่ได้วัด ดูพยาบาลแม่งทำงานลูกไข้ปวดหัวจะแย่แล้วแต่พยาบาลแม่งไม่ได้ห่าอะไรเลย จ่ายเงินสดนะไม่มีบตรอะไรแม่งทำช้ามากๆ
";1;"The child is a fever, take the child to check the time 17.00 Until 18.17 Haven&#39;t checked The nurse said that the history has not yet arrived. The need for another half hour, the fever is not measured. Seeing the nurse, working mother, child, fever, headache will be worse, but the nurse is not doing anything. Pay cash. No more. What do you do very slowly?"
"
แย่มาก..คนไข้รอนานมาก..ระบบล่าช้า...มากี่ทีๆก็เหมือนเดิม..ถ้าจ่ายเอง..เรียกเร็วมาก..ถ้าฟรี..รอนานมาก..เจ้าหน้าที่มั่วแต่คุย.. ไอ้ตรงช่อง..1-5อ่ะ..ปรับปรุงมั้งดิ..มาแต่6:00 9:00โมงกว่าแล้วยังไม่ได้..คิวตรวจ.. #เวลานั่งมองเจ้าหน้าที่.สังเกตุนานล่ะ..มั่วแต่คุย..หัวเราะคิกคักๆๆๆ...มาทำงานหรือมาคุย..บางทีก็เดินไปนู้นนี่..โห่..แย่มาก..รพ..ก็ใหญ่..ระบบหน้าจะดีกว่านี้..
";1;"Very bad .. The patient waited very long .. The system is delayed ... How many times is the same .. If paid by yourself .. call very fast .. if free .. wait very long .. the staff mingled but talk .. I am straight in the box .. 1-5. 9:00 o&#39;clock and not yet .. Check queue .. # When sitting and looking at the staff. Observe for a long time... Mee, but talk .. giggling ... come to work or come to talk .. sometimes walk over here ... boo ... bad .. the hospital .. it&#39;s big .. the front system is better .."
"
5 วันที่ทำบอลลูนหัวใจ ณ. โรงพยาบาลจุฬา ขอขอบคุณคุณหมอและคุณพยาบาลที่ดูแล เอาใจใส่เป็นอย่างดี ขอคุณงามความดีจงส่งผลให้ทุกท่านได้รับแต่สิ่งที่ดีๆตลอดไป นาง ศจี บุญญกนก #โรงพยาบาลจุฬาลงกรณ์ #โรคเส้นเลือดหัวใจตีบ #บอลลูนหัวใจ
";5;5 days of making a heart balloon at Chula Hospital Thank you to the doctors and nurses who care. Pay attention very well Please give goodness to all of you to receive the good things forever. Mrs.Sajee Boonyankok # Chulalongkorn Hospital # Coronary artery disease # Heart balloon
"
บริการเยี่ยม
";2;Excellent service
"
ตั้งแต่เข้ารับการรักษาที่ รพ.จุฬาฯ เป็นเวลา 3 ปีแล้ว คณะแพทย์ให้ความดูแลรักษาเป็นอย่างดีค่ะ...รู้สึกดีมาก ขอบคุณค่ะ ที่ใส่ใจคนไข้ทุกระดับชั้น
";4;Since being admitted to Chulalongkorn Hospital for 3 years, the medical team has taken good care of it ... It feels very good. Thank you for paying attention to patients at all levels.
"
ห้องพิเศษก็โอเคร ห้องธรรมดาก็ไม่รู้เหมือนกันว่าเป็นยังใงครับไม่เคยใช้บริการ. (แต่ก็ไม่ใช้จะดีกว่า55)
";4;"Special room is ok Ordinary room didn&#39;t know that it was still, never used the service. (But not used will be better than 55)"
"
รอตรวจ นานแว้ว
";5;Wait for a long time
"
หาที่จอดรถยากมาก เบื่อที่ใช้แพทย์ฝึกหัดตรวจคนไข้แถมเป็นคนไข้นัดตามตรวจอยู่แล้วทุกสามเดือนแต่กลับไม่รู้อะไรเลย
";2;"Find parking very difficult Tired of using a practicing doctor to check the patient and be a check-up patient every three months, but don&#39;t know anything at all?"
"
บริการดีเครื่องแพทย์ทันสมัย
";4;Good service, modern medical equipment
"
งานที่มากเจ้าหน้าที่คงจะทำไม่ทันน่าเห็นใจครับขอบคุณครับที่ทำงานเหนื่อยเพื่อประชาชน
";4;A lot of work, the staff would not be able to do sympathetically. Thank you for working hard for the people.
"
หมอที่นี่เก่งมากครับ
";5;The doctors here are very good.
"
ได้รับการผ่าตัดเนื้องอกในสมอง ปี 2553 ด้วยความสำนึกในพระคุณอันยิ่งใหญ่ของคณะแพทย์และพยาบาล
";5;Underwent brain tumor surgery in 2010 with the appreciation of the great grace of the doctors and nurses
"
ไปมาสะดวกแต่ไม่มีที่จอดรถเจ้าหน้าที่บางคนพูดจาและบริการไม่สุภาพ
";4;Come easily, but there is no parking, some officers speak and service is not polite
"
เป็นสถานที่ทรงเกียรติ์ เป็นที่พึ่งพาของคนยากไร้ยามเจ็บไข้
";3;Is a place of honor Is the dependence of the poor when sick
"
การอธิบายขั้นตอนเข้ารักษาดีมากฟังได้ เข้าใจง่าย .หมอกระดูกและพยาบาลเป็นกันเองไม่ดุ..สถานที่ดีสะอาดเรียบร้อย ร่มรื่น.เรียกว่า5ดาวครับ
";5;Explanation of the procedure for treatment is very good. Listening is easy to understand. Orthopedic doctors and nurses are friendly, not fierce .. Good place, clean and tidy. Shady. Called 5 stars.
"
จะกี่ครั้ง จะกี่หน ต้องใช้ความอดทน และ ทำใจ ทุกครั้งที่มา ไม่ว่าตะพยายามคิดในแง่ดีแค่ไหนก็ไม่สามารถ ทำให้ความรู้สึกดีขึ้นเลย ได้แต่คิดผิดที่กู เสือกมาที่นี่เอง ก็รู้ว่าไม่ได้มีเพียงแต่เรา ทุกคนก็ใช้ความอดทนแต่ตลอดปีกว่าที่เพียรมารักษาที่นี่ จากความหวัง กลายเป็นความฝังใจและฝังยันรากลึก ในแง่ลบ มากๆๆๆๆๆๆๆ
";2;"How many times will you need to use patience and make every time you come? No matter how good you try to think about, you can&#39;t. Makes the feeling better Can only think wrong at me It&#39;s here. Knew that there was not only us Everyone used patience, but throughout the years, he persevered here, from hope, becoming buried and deeply rooted in very negative roots."
"
มาจากต่างจังหวัดตั้งแต่6โมงเช้า คุณหมอเข้า-ออกเวรตอน 7-9โมงเช้า ช่องทำบัตรก็ยังไม่ทำงาน เล่นมือถืออยู่ได้แย่ๆๆๆๆห่วยๆๆๆๆๆๆๆๆ สอบถามยามก็มารยาทห่วย
";1;"Come from the provinces from 6 am The doctor entered the office at 7-9 o&#39;clock in the morning. The card slot was still not working. Playing mobile phones can be bad, bad, bad, and so on. Inquire about the bad manners"
"
พยาบาลรพ.รัฐหลายๆที่ปรับปรุงเรื่องหน้าตาและการให้บริการกันหมดแล้ว ไม่คิดว่าจุฬาจะยังคงการบริการด้วยสีหน้าและสีหน้าเหมือนสมัยที่ยังไม่มี Social Network นะคะ
";1;Many state hospital nurses have improved their appearance and service. I do not think Chulalongkorn will continue to provide services with facial expressions and facial expressions, as when there was no social network.
"
เคยไปเหมือนกันคนเยอะมากเดินหาตึกยากเพราะมีหลายตึกคนไม่เคยไปงงแน่ๆ
";3;"I&#39;ve been like too many people, walking to find a building difficult because there are many buildings, people never get confused."
"
ขอบคุณมากค่ะที่ดูแลคนต่างจังหวัดอย่างเราดีมากให้ความช่วยเหลือและคำแนะนำดีมากค่ะทั้งคุณหมอและทีมงานทุกคนค่ะ
";5;Thank you very much for taking care of the people in the provinces like us. Very good. Help and advice are very good. Both the doctor and all the staff.
"
ไปจนมีความรู้สึกเป็นบ้านอีกหลัง_ไปบ่อยซะจนเหนื่อย แต่! ก็ต้องไป
";2;Until there was a feeling of being back home often, so tired! Must go
"
ผมมีชีวิตใหม่ กับ ที่นี่ขอบพระคุณ หมอพยาบาล ทุกท่านที่มอบชีวิตใหม่ให้
";5;I have a new life here. Thank you to all the nurses who give new life.
"
กับความประทับนี่ บอกเลยสุดยอดมาก บริการดีเยี่ยม
";5;With this stamp Say it super cool. Excellent service
"
เยี่ยมยอดที่สุดเรยค่ะ ขอบคุณคุณหมอทุก ๆ ท่าน พยาบาลทุกท่าน แม่บ้านทุกท่าน และบุรุษพยาบาลทุกท่าน โดยเฉพาะทีมแพทย์สายสีฟ้า ที่ทำการผ่าตัดให้ลูกสาว รวมถึง นิสิตแพทย์ปี 4 ที่เข้ามาดูแล พูดคุย และให้กำลังใจ แม้จะอยู่โรงพยาบาลเพียง 6 วัน แต่อบอุ่นใจ รู้สึกปลอดภัย ขอบคุณมากที่สุดเลยค่ะ
";1;Best of all Thank you to every doctor, every nurse. All housewives And every nurse Especially the blue line medical team The surgery for the daughter, including the 4 year medical student who came to take care, talk and encourage Even though he was only 6 days in the hospital, he felt safe Thank you most.
"
เก่งมากคับ
";3;Very good
"
บริการดีเอาใจใส่คนไข้ให้คำปรึกษาละเอียดมาก
";4;Good service, caring for patients, providing very detailed consultation.
"
การบริการ ยอดเยี่ยมมาก
";5;The service is excellent.
"
คนไข้เยอะมากไปรพต้องทำใจคิดว่าคุณหมอเเละเจ้าหน้าทื่ทุกฝ่ายทำดืทื่สุดเเล้ว
";5;A lot of patients go to hospital, have to think about the doctor and all the staff members.
"
มาหาหมอนัด 7.30 น. ทำใบนัดส่งตัวผิดชั้นกันเอง ชั้ลต้องพายายมานั่งรอ เสียเวลาเพราะคุณๆทั้งหลาย3ชม.เต็มๆ กว่าจะได้ตรวจเกือบเที่ยง โทษกันไปโทษมาไม่คนรับผิดชอบเลย ไร้ระบบ! แต่ขอบคุณพยาบาลชั้น13นะคะช่วยทำเรื่องให้จนเสร็จ เรียบร้อย #ในสิ่งไม่ดีมักจะเกิดเรื่องราวดีๆ
";1;Come to see the doctor. 7.30 hrs. I have to bring my grandmother to sit and wait. Waste time because you are 3 hours full Than to check almost noon The penalty is to blame, not the person responsible at all. No system! But thank you to the nurse on the 13th floor. Help make the story complete. # In a bad thing, often a good story.
"
บริการดี เจ้าหน้าที่พูดจาสุภาพ การรักษาไม่เลือกปฏิบัติไม่ว่าบัตรทองหรือเสียเงินเอง เจ้าหน้าที่เป็นกันเองกับคนไข้(เป็นญาติคนไข้ที่ไปใช้บริการที่ห้องส่องกล้องต่ะ)
";4;Good service, polite staff Treatment is not discriminatory, regardless of the gold card or the money itself. The staff are friendly with the patients (being relatives, patients who use the service at the endoscopy room)
"
พาพ่อมาสลายต้อกระจก บริการดีเกินคาดค่ะแผนกนี้ พยาบาลเก่งมาก แนะนำขั้นตอนการดูแลแผลทั้งกับคนไข้และญาติอย่างดี เป็นกันเอง ยิ้มแย้มและตอบคำถาม ขากลับเขาเห็นพ่อเราอาการไม่ค่อยดี เขาโทรเรียกรถกอล์ฟมารับถึงตึกให้พาไปส่งตึก ภปร. เพื่อไปต่อรถไฟใต้ดินให้ด้วย ประทับใจ อยากให้ทุกแผนกเป็นแบบนี้
";4;Take the father to break up the cataract Service is better than expected. This department The nurse is very good. Introducing the procedure for wound care both for patients and relatives as well, being friendly, smiling and answering questions. On the way back, he saw my father. The symptoms were not good. He called the golf cart to get to the building and brought him to the building of the Phor Por. To go to the subway. Impressed. Would like all departments to be like this.
"
ดีค่ะ คนใกล้ตาย ได้เกิดใหม่หลายคน และสมกะเป็นโรงพยาบาลรัฐ ที่1 ในใจฉัน
";5;Well, many near-death people were born. And Saka is the 1st state hospital in my heart
