comment;score;en_com
"
ดิฉันมีโรงประจำตัวเป็นไทรอยด์ เคยตรวจที่โรงพยาบาลลำปาง แต่ต้องมาเรียนที่กรุงเทพ เลยเลือกมาเข้ารับการรักษาที่โรงพยาบาลรามา เพราะเดินทางสะดวก ตอนแรกที่เข้ามาติดต่อ คิดว่าเจ้าหน้าที่คงดูถูกเราเพราะเราเป็นคนต่างจังหวัด แต่ไม่เป็นเหมือนที่คิดไว้ เจ้าหน้าที่ และพยาบาลที่โรงพยาบาลรามา ให้การต้อนรับและคำแนะนำเป็นอย่างดี ตอนที่เดินเข้าไปถามว่าต้องติดต่อตรงไหน ก็เต็มใจที่จะตอบ ยิ้มแย้มแจ่มใส คุณหมอรัตนกานต์ น่ารัก พูดเพราะ ตรวจละเอียด ให้คำแนะนำในการกินยา และการรักษาตัวระหว่างนัดเป็นอย่างดี ถึงแม้คนไข้จะเยอะ แต่ทางโรงพยาบาลก็จัดระบบได้อย่างสะดวกรวดเร็ว ประทับใจทุกๆ และมีความสุขกับการรักษาที่โรงพยาบาลรามาธิบดีค่ะ
";5;I have a thyroid body. Used to check at Lampang Hospital But have to study in Bangkok So he chose to come to treatment at Rama Hospital. Because it is convenient At first when contacting Thought that the staff would insult us because we were provincial people But not as if it were intended, staff and nurses at Rama Hospital Giving welcome and advice as well When walking in, ask where to contact. Willing to answer Beaming Dr. Ratanakarn Rakak said because he had thoroughly examined the advice of taking medicine. And treatment during the appointment as well Even if the patient is a lot But the hospital has arranged the system to be convenient, fast, impressive, and happy with the treatment at Ramathibodi Hospital.
"
บริการดีค่ะแต่รอยานานไปค่ะ
";4;Service is good, but wait a long time.
"
ทั่งหมอทั่งพยาบาลพูดจาไพเราะมากเป็นกันเองมากให้รายละเอียดเหมือนโรงพยาบาลเอกชลเลยไปกี่ครั้งก็ไม่เคยผิดหวังขอบคุณบุคลากรทุกๆท่านที่เป็นมิตรที่ดีของคนป่วย
";5;Thang Mo Thang, a nurse who speaks fluently, very friendly, gives details as many as Ekachon Hospital, how many times has never been disappointed.
"
เป็น รพ รัฐที่มีระบบบริหารจัดการที่ดี โดยเฉพาะศูนย์การแพทย์สมเด็จพระเทพฯ
";4;"Is a state hospital with a good management system Especially the Princess Mother&#39;s Medical Center"
"
ไปตรวจตามนัด แล้วมีอาการใจสั่น หมอเลยให้ไปตรวจคลื่นไฟฟ้าหัวใจ ห้องตรวจอยู่ชั้น 2 แต่กลับต้องไปจ่ายเงินค่าทำที่การเงินชั้น 1 ก่อน จากนั้นกลับมาชั้น 2 พยาบาลก็ค่อยบอกว่าต้องขึ้นไปทำชั้น 3 ไม่เข้าใจว่าทำไม่ไม่ทำให้เรียบร้อย ตรวจให้เสร็จแล้วค่อยไปจ่ายเงินทีเดียว ถ้าเป็นโรคหัวใจจริงคงหัวใจวายตายไปแล้ว
";2;Went to check on the appointment and had a palpitation The doctor then went to check the ECG. The examination room is on the second floor, but has to go to pay for the money at the first floor. First, then back to the 2nd floor. Complete the examination and pay for it. If the heart disease is true, the heart attack is dead.
"
แผนกคลอด และห้องเนอสเซอรี่ดีมากค่ะ ทั้ังการดูแลคุณแม่หลังคลอดและเด็กแรกเกิด คุณแม่มีปัญหาลูกดูดนมไม่ได้ พยาบาลช่วยเต็ม บางท่านออกเวรแล้ว แต่ยังอยู่ต่อเพื่อช่วยเหลือ รวมถึงพยาบาลคอยติดตามผลหลังออกจากรพ.แล้ว ได้ใจคุณแม่ไปเกิน 100 เลยค่ะ
";5;"Maternity department and nursery room are very good. Looking after mothers after birth and newborn children Moms have problems with breastfeeding. Nursing help full Some of you have already done the duty. But still continue to help Including nurses following the results after leaving the hospital Get over 100 mom&#39;s heart"
"
ชอบค่ะ
";5;like
"
บรีการดีมากค่ะ
";4;Bree is very good.
"
เป็นระบบบ..และให้รายละเอียดกับคนไข้ที่มาใช้บริการได้ดี ตลอดจนมีการบอกขั้นตอนในการบริการในกรณีที่คนใช้มาเข้าใช้บริการ
";5;Is a system of B.E. and provides details to patients who use the service well As well as telling the process of service in the event that the user comes to use the service
"
ร.พ. เป็นโรงพยาบาลที่มีเครื่องมือทันสมัย และครบถ้วน แพทย์เก่ง มีการรักษาที่ทันสมัย ดิฉันไปรักษาโรคเกี่ยวกับนรีเวชมา แพทย์นัดเราบ่อยมาก เราก็คิดในใจมาบ่อยจัง แต่ไหนได้แพทย์เขาอยากให้เราหาย และไม่อยากให้เป็นมากเลยนัดเราบ่อย และการรักษาของแพทย์เป็นการรักษาที่ทันท่วงที
";5;The hospital is a modern and complete hospital. The doctors are modern. I went to treat gynecological diseases. The doctor arranged for us very often. We often think in our hearts. But where did the doctor want us to disappear? And do not want to be so much. And medical treatment is a timely treatment
"
มีการจัดระบบการให้บริการผู้ป่วยอย่างเป็นระบบ เจ้าหน้าที่เต็มใจบริการ และดูแลผู้ป่วยย่างรอบด้าน. การเข้าพบแพทย์ตามเวลานีดหมายก็รอไม่นาน ทุกอย่างเป็นระบบระเบียบ สิ่งแวดล้อมโดยรวมดูสะอาดและปลอดภัย
";4;There is a systematic system of patient services. Staff willing to service And take care of patients around the grill. A visit to the doctor at this time meant that he had waited a long time. Everything is a regulation system. The overall environment looks clean and safe.
"
ได้เข้ารับการตรวจจากแพทย์ผู้มีประสบการณ์  มีเครื่องมือทันสมัย แผลเล็ก แพทย์และพยาบาลเอาใจใส่ตลอดการเข้ารับการรักษา
";4;Have been examined by an experienced doctor There are modern tools, small wounds, doctors and nurses paying attention throughout the treatment.
"
ดิฉันไปคลอดที่รามาฯค่ะ ประทับใจทุกขั้นตอนการให้บริการเลยค่ะ ไม่ว่าจะเป็นสถานที่ อุปกรณ์เครื่องมือ แพทย์พยาบาล รวมถึงค่ารักษาพยาบาลดี
";5;I went to give birth at Rama. Impressing every step of the service Whether it is a place Medical equipment, nurses, as well as medical expenses
"
รพ.มีระบบจัดการคิวอย่างรวดเร็ว อ.หมอให้คำปรึกษาได้ละเอียด พยาบาลยิ้มแย้มแจ่มใสใจเย็นกับเด็ก รพ.สะอาดมาก
";5;The hospital has a quick queue management system. Dr. Mo gives detailed consultation. Nurses are smiling and cheerful with children. The hospital is very clean.
"
พาคุณแม่มาหาหมอทุกเดือนที่ตึกพระเทพฯพรีเมี่ยมค่ะ. ยอมจ่ายเงินแพงกว่าเพื่อความสะดวก รวดเร็ว แต่ก็ไม่ได้เร็วอย่างที่คิด มาเจอะเลือด 7โมงเช้า. หมอนัดตรวจ10โมง กว่าจะได้ตรวจเกือบเที่ยง หรือบ่ายโมง.แล้วไปจ่ายเงินและรับยา ซึ่งขั้นตอนนี้ช้ามากค่ะ รออย่างเร็วสุดๆ 1 ชม. เคยรอถึง 2. ชม.ค่ะ.ตรงจุดนี้อยากให้ปรับปรุงมากๆเลยค่ะ.
";4;"Bring your mother to the doctor every month at the premium building. Willing to pay more expensive for quick convenience, but not as fast as thought Than to check almost noon Or one o&#39;clock, then pay and receive medicine This step is very slow. Waiting very fast 1 hour. Waiting until 2. hrs. At this point, I want to improve a lot."
"
บริการดีเอาใจไส่ดีมาโดยตลอด ตั้งแต่วันแรกจนถึงวันนี้ ขอบคุณเจ้าหน้าทุกท่าน ครับ
";5;Good service, always feel good From the first day until today Thank you to all staff.
"
แผนก #หนวยสิทธิประโยชน์ผู้รับบริการ ชั้น1 ตรงประตูทางเข้า แยกตึกชัย ควรที่จะปรับปรุง เรื้องบัตรคิว นะครับ อย่าก จะแนะนำ ให้ นำบัตรคิว มาวางก่อน ได้มัย ผู้รับบริการจะได้ ไม่ต้องไปต่อแถวรอครับ บางคน ก็แทรกแถว บางคนก็แซงคิว อย่ากให้เห็นใจคนที่เจารอ อะคับ บางทีบัตรคิว ก็เปลียนตำแหนงวาง บอกเลย แย่มาก . บอกเลยเป็นอย่างนีมาหลายปีละ ผมมาก่อน ตี4 ทึกครั้งเห็นทุกครั้ง ครับ แค่อย่ากแนะนำ
";1;"Department # 1, Beneficiaries, 1st Floor, at the entrance to the Chai Building, should be improved. Reduces the queue card. Do not recommend to put the queue card before placing the service. Do not have to go in line, wait for some people to insert rows, some people overtake the queue. Do not be sympathetic to those who wait. Sometimes, the queue card changes. The location is very bad. Tell me like this for many years. I&#39;ve come before 4 times. Every time I see it. recommend"
"
ดีครับ ดีมากๆ ดีสุดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด
";5;Good, very good, best, best, Dodd, Dad, Dad, Dad, Dad.
"
ดีครับพยาบาลดีถามอะไรบอก เช่นถามว่าที่จอดรถอยู่ไหน ก็บอกดี ที่พักผ่อนก็เย็นดี..
";4;"Well, the nurse asked what was told. For example, ask where the car park is, say good at rest, it&#39;s cool .."
"
เจ้าหน้าที่ รพ.รามาดีมากครับเอาใจใส่ผู้ป่วยเป็นอย่างดีอยากให้ รพ.อื่นเอาเป็นแบบอย่างครับ
";5;Rama Hospital staff are very good, caring for the patients as well. Other hospitals take it as a model.
"
เคยไปเฝ้าอาม่าอยู่โรงบาลประมาณ2เครสสุดยอด
";5;Used to go to watch Ahma in the hospital about 2 kres
"
มาทำเบิกจ่ายตรงให้ยายยื่นเอกสารตอนตอนบ่าย 3 กับอีก 2 นาที (ดูจากมือถือ)เจ้าหน้าที่บอกว่า เลยเวลาแล้วคะ ปิดรับ. บ่าย 3 แล้วก็พูดจาแย่ ให้มาก่อนบ่าย 3 นะคะ ปิดรับบ่าย 3 มรึงจะตรงเวลาไปไหน กูอยากรู้ว่ามรึงเข้างานกี่โมง ถ้าวันหลังกูมาติดต่อเช้านะแล้วพวกมึงยังไม่มาหรือสาย 2 นาทีกูจะประจานพวกมึงบ้าง คนไข้แก่อายุ 78 เดินช้าไป 2 นาที พวกกูมาจากบ้านนอกคอกนาบ้านอยู่ต่างจังหวัดไงใช้เวลาเดินทางเยอะ แค่ 2 นาที
";2;"Came to make a direct disbursement for the grandmother to submit documents in the afternoon 3 and 2 minutes (see from mobile). The staff said At that time, closed. Afternoon 3, then talk badly. Come before 3 pm. Close to 3 pm. Where will you go on time? What time do you want to know If the day after I contacted you early then you didn&#39;t come or call for 2 minutes. You will witness them. Some patients, aged 78, walk for 2 minutes. Guys come from an outskirts. 2 minutes"
"
น้องพยาบาลตึกออโธฯน่ารักมากทุกคนเลยค่ะ.....
";5;The nurse of the Orthodox building is very cute. Everyone .....
"
รู้สึกสบายใจมากๆอุ่นใจที่ต้นคูณถูกส่งตัวมาที่โรงพยาบาลรามาธิบดีคุณหอมและคุณพยาบาลดูแลดีมากๆ
";5;Feeling very comfortable, at ease, at Ton Koon, was sent to Ramathibodi Hospital, Khun Hom, and the nurse took care of it very well.
"
บริการดี แต่คอยตรวจใช้เวลานายมาก การนัดผู้ป่วยช้ามากๆน่าใช้ระบบคอมพิวเตอร์มาใช้
";5;The service is good, but keep checking. It takes you a lot. The appointment of the patient is very slow to use the computer system.
"
เมื่อวันที่ ๗ ธันวาคม ปีที่แล้ว คุณป้าป่วยหนักเข้ารับการรักษาที่โรงพยาบาลรามา ตอนแรกอยู่หัองไอซียู ตอนหลังมาอยู่ที่ซีซียู และห้องคนไข้สามัญตามลำดับ ทุกห้อง ทุกที่ คุณหมอ คุณพยาบาล ให้การดูแลรักษาเป็นอย่างดี คำพูดคำจา อัธยาศัยไมตรี ดีมากมาก มีญาติคนป่วยเอาขนมนมเนยมาให้ คุณหมอคุณพยาบาลพูดว่า ""ไม่ต้องลำบากเรื่องหาของมาฝากหมอฝากพยาบาลหรอก แค่ญาติเจ็บไข้ได้ป่วยก็กังวลกันมากอยู่แล้ว"" ผ่านมาจะปีหนึ่ง ตอนนี้ป้าอาการดีขึ้นมาก แข็งแรง และเล่าให้ทุกคนฟังเสมอว่า หมอ พยาบาลท่ีดี ดูแลดีอย่างไร ขอบคุณมากนะคะ
";5;"On 8 December last year, Khun Aunt was seriously admitted to Rama Hospital. At first I was in the ICU room. Later came to CCU. And ordinary patient rooms, respectively, every room, everywhere, doctor, nurse, good care, word of good-natured, very good The doctor said that the nurse &quot;Don&#39;t have to worry about finding things to leave. Doctor, nurse. Only the relatives are sick and are very worried. &quot;The past year will be one year. Now, Aunt&#39;s condition is getting stronger, and he always tells everyone how good the nurse is. Thank you very much"
"
แผนกฉุกเฉิน วันที่ 24 มิถุนายน 2559 เย็บแผลพ่อหนูได้ห่วยแตกมากๆ เศษขยะเต็มส้นเท้าก็ไม่เอาออก จนแผลมีอาการอักเสบและเน่า ถ้าปล่อยไว้ถึงวันนัดคงได้ตัดส้นเท้าทิ้ง
";1;Emergency Department, 24 June 2016, stitches, father, rats, very bad The rubbish in the heel is not removed. Until the wound has inflammation and rot If left on the day, the appointment would have cut off the heel.
"
ที่จอดมอไซด์ควรมีป้ายบอกแสดงให้ดูด้วยว่าตรงไหนจอดไม่ได้และยามที่อยู่ตรงจุดนั้นควรบอกประชาชนที่มาติดต่อด้วยไม่ใช่ยืนดูพอลับหลังมาล๊อคลัอแล้วให้เสียค่าปรับทำเกินกว่าเหตร.พคือที่บริการประชาชนไม่ใช่ที่ส่วนบุคคลนะและอบรมคำพูดของยามแต่ละตัวด้วยชอบใช้คำพูดหยาบคายไร้การศึกษาท่านผ.อลงมาดูหน่อยนะอย่าให้ถึงกับเอาคลิบออกมาแฉเลยนะเดียวจะดังจุดก็ไม่เคยอยู่บางครั้งก็เล่นแต่โทรศัพท์ยามที่ชื่อ นภัชรา หวังเมืองอีกคนและหัวหน้ายามอีกคนพูดจาไม่สุภาพผมพูดจริงไม่ได้ใส่ร้ายใครเรียกไปชี้แจงได้0847355004
";5;"The parking lot should have a sign indicating where it can not be parked and the guard at that point should tell the people who come in contact with it, not standing back and looking after the lock. Than Ror.T. is a public service, not a personal place, and training each guard&#39;s words, like using vulgar words, uneducated. Unfolding so that only one point will be Sometimes it is never the phone, but when I called Pat old guard and the head of another person not polite to say, I really do not slander anyone can call to clarify 0847355004."
"
จริยธรรมกับแพทย์เป็นคู่แท้ที่ไม่ควรแยกจากกัน
";5;Ethics and doctors are genuine partners that should not be separated.
"
ทุกอย่างดีหมดค่ะ แต่ตรงมาต่อใบส่งตัวนี่มายืนรอตั้งแต่08:10นะค่ะ ตอนนี้ 09:15 ผ่านไป40คน ล้ะ หนูจะรอต่อไปอีก20คนนะค่ะ
";3;All good But straight forward, send this hand to stand and wait at 8:10 am.
"
การรักษาถือว่าโอเครนะคร๊ แต่เรื่องที่จอดรถควรปรับปรุงเป้นอย่างมาก เพราะผู้ป่วยมาหาหมอแต่ละทีไม่มีที่จอดรถเลย ในโรงบาลก้อบอกให้จอดได้แต่เจ้าหน้า ตายห่าพอดีแระ คนป่วยรึญาติมาเยี่ยมผู้ป่วยต้องไปรถไว้ปั้มน้ำมันแล้วนั่งแท็กซี่มา แล้วจะมารถส่วนตัวไว้เพื่อ โรงบาลก้อใหญ่ แระ รวย แนะนำนะคร๊ทำที่รถเหมือนในห้างเลยคร๊ ทำหลายๆชั้นเพื่อรองรับคุนหมอ พยาบาลแระเจ้าหน้า ผู้ป่วยไม่ต้องสนใจหรอกคร๊
";1;Treatment is considered okay. But the parking lot should be greatly improved Because the patient came to the doctor each time there was no parking In the hospital Die hard Sick people, relatives come to visit, patients have to go to the car to pump oil and take a taxi And will come to a private car for Large, wealthy hospitals. Recommended to do at the car like in the mall. Do many layers to support the doctor Nursing Officer Patients do not have to pay attention.
"
ตั้งแต่ก้าวแรกจนถึงก้าวสุดท้าย ตั้งแต่บุรุษรถเข็น ผู้ช่วย พยาบาล และคุณหมอ แพทย์ นักศึกษาแพทย์ ทุกตำแหน่ง ทำไห้คนไข้และญาติอย่างหนูประทับใจอย่างมากๆค่ะ ขอบคุณที่ช่วยรักษาคนไข้ค่ะ ขอบคุณจริงๆค่ะ
";5;From the first step to the final step From men, wheelchairs, nursing assistants, and doctors, medical students, all positions make patients and relatives like me very impressed. Thank you for helping to treat the patient. Thank you.
"
ใจดีทุกคนคะพูดเพราะมากเอาใจใส่ทุกอย่างขอบพระคุณมากนะคะ..แต่แม่บ้านหยิ่งจริงๆมองเราไม่ดี(เราจนน่ะคะ)
";5;Everyone is kind. Speak because it is very attentive to everything. Thank you very much...
"
ลุงปวดขา ขอจ่ายเงิน ก่อน ไม่น่ามีคำพูดแบบนี้ออกมาจาก คนแซงคิวนะครับ การเงิน ก็ไม่มีปากพูดเลยนะครับ ผมว่า คนมาโรงพยาบาล ทุกคนก็ป่วยด้วยกันทั้งนั้นแหละครับ
";1;"Uncle pain in the leg, requesting to pay first, shouldn&#39;t have said this from People overtaking queues. Finance doesn&#39;t have a word to say. I think people come to the hospital. Everyone is sick too."
"
พ่อผมไม่สบาย
";1;My father is sick
"
พยาบาลหลายท่านก้อดีและไม่ดี โดยเฉพาะแผนกห้องสังเกตุอาการ. อีอ้วนๆ บริการห่วยแตก. พูดจาแย่มาก. ถ้าผู้ใหญ่บนๆได้อ่านฝากแก้ไขพยาบาลแย่ๆกับเจ้าที่ห่วยๆด้วยนะ. ห้องฉุกเฉินพอๆกัน แย่มากกก. ไม่น่าเป็นรพชั้นนำ ของประเทศได้ เสียดายความสามารถหมอ
";1;"Many nurses are good and bad. Especially the observation room. E. Fatty, bad service. Speaking very badly. If the top adults have read, leave a bad nurse to you. The emergency room is equally terrible. The kg is unlikely to be the country&#39;s leading arthritis."
"
อยากจะให้ 5 ดาวเหมือนกัน ติดตรงที่เจ้าหน้าที่พยาบาลเจาะเลือดหงุดหงิดใส่ เขาเจาะเราน่ะ คงลืมไปมั่งคนไข้ก็คนน่ะ เจ็บเป็นเหมือนกัน ถ้าไม่อยากทำงานแบบนี้น่าจะลาออกไปสะ ทำตัวน่าเกลียดจริง ๆ
";4;"Would like to give 5 stars as well, sticking directly to the nurse staff, drilled blood, frustrated He bore me Probably forgot to go to the patients The pain is the same. If you don&#39;t want to work like this, you should resign. Acting really ugly"
"
ไปตรวจที่คลินิกพิเศษหูคอจมูก พรีเมี่ยม หมอเขียนใบสั่งยาก่อนตรวจและใช้เวลาตรวจประมาณ 1-2 นาที แบบไม่ได้ดูว่าตรวจแล้วเป็นอย่างไร ทำไปเพียงให้ได้้ชื่อว่าได้ตรวจแล้ว ไม่รู้จะรีบไปไหน.. ลองคิดดูว่าคนไข้ใช้เวลานัด กว่าจะได้เวลา รอประมาณ 2 อาทิตย์ เสียความรู้สึก แย่มากๆ
";2;"Go to the special clinic, Ear, Nose and Throat Clinic, premium. Doctor wrote a prescription before checking and takes 1-2 minutes to check. Done just to get the name already checked Don&#39;t know where to hurry .. Imagine that the patient takes an appointment. More than 2 weeks of waiting time, bad feeling"
"
ทั้งที่เป็นโรงพยาบาลชั้นนำทั้งด้านการรักษาและทีมแพทย์ แต่สิ่งที่สมควรพัฒนาคือคุณภาพด้านการบริการตั้งแต่พยาบาล ER เดินก้าวเข้าไปก็สร้างความรู้สึกแย่ตั้งแต่แรกรับคะ
";2;Both as a leading hospital in both treatment and medical teams But what is appropriate is the quality of service since ER nurses walk in and create a bad feeling from the beginning.
"
ตั้งแต่ 30 ปีที่ผ ่านมาบริการดีมากแต่ระยะหลังนี้หล้าช้ามากค่ะ
";5;Since 30 years ago, the service has been very good, but the latter is very slow.
"
ขอขอบพระคุณอาจารย์ พ.ญ.พิมพ์ใจ นิษารักษ์ ที่ให้การเอาใจใส่ดูแลผู้ป่วยเป็นอย่างดี
";5;Thank you to Professor Pimjai Naksarak, who gives good care to patients.
"
ไหล่หลุด ไปดึงเข้าที่ไม่มีการ xray ยาก็ไม่มีชุ่ยมากๆปวดตั้งแต่ 10 โมงร้องจนกรามค้างรอเลิกงานไป er ดันเจอชุดเดิมที่นี่หนักกว่าเก่าอีก คำทีพูดมาคุณควรคิดนะว่าสมควรจะอยู่ต่อไหม หลุดก็หลุดไปแถมยังเอาอะไรมาพันอีกเจ็บมากต้องรีบแกะทิ้ง พยาบาลเอาสำลีห้ามเลือดแต่ไม่ยอมดูว่าเลือดหยดได้ไม่เป็นไรแกะเองได้เลือดที่หยดทำไงดีสะบัดใส่หน้าพยาบาลเลยแล้วกันบอกไปว่าผมเรียกคุณแล้วแต่ไม่ฟังมีหัวไว้กั้นหู พอออกจากนี้ต้องหาโรงพยาบาลใกล้ที่สุดหมดไปหลายหมื่นเพราะการรักษาชุ่ยๆแบบนี้
";1;"The shoulder dropped to the point where there was no xray. The medicine was not very sloppy. The pain from 10 o&#39;clock until the jaw was left waiting for work to go er. The words that you should think about should be continued. Dropped out and took a thousand more hurts The nurse took the hemostatic cotton, but did not see the blood droplet. What is the sheep&#39;s own blood? The blood droplets were shoved, put in front of the nurse and told me that I called you but didn&#39;t listen. After leaving this, must find a hospital near the end of several thousand because of such a sloppy treatment."
"
พยาบาลที่นี้พูดจาควยมากกูบอกเลยกูโครตหมดความอดทน เจ้าหน้าบางคนก็พูดจาทำหน้าตาไม่พอใจมึงมาทำ ทำไมว่ะพยาบาลนี้เก็บกฎมาหรอคือกูถามเหี้ยอะไรเคยตอบกูได้ป่ะ อะไรก็หมอ หมอสัสไห้กูรอหมออย่างเดียวกูก็ตายสิกูพูดดาวกูไม่อยากไห้หรอกพูดเลย มันแย่ว้ะโตเป็นควายผู้ไหญ่และทำตัวและยิ่งคนแก่บางคนน่ะพูดจากับเขา แย่ค่ะบริการแย่มาก แต่ขอบคุณหมอบางคน เจ้าหน้าที่บางคนที่ช่วยเหลือตลอดเวลาบริการดี✌️
";1;"The nurse here spoke very much. I told you. Some officials say that they do not feel satisfied. Why is this nurse collecting the rules? What is the question? What was the answer? Can the doctor, the doctor, Sae Hai, Kuro, the only doctor, die? It&#39;s terrible. Growing up as a big buffalo and acting and even some old people talking to him. Bad, terrible service But thanks to some doctors Some staff who help at all times. Good service."
"
ขอบคุณสำหรับ15ปีที่แล้วที่ดูแลหนู หนูอาจจะดื้อมากในตอนเด็กๆนิสัยไม่ดีกับพยาบาลตอนนอนอยู่เด็ก2 ขอโทษด้วยนะคะ ขออโหสิกรรมด้วย ร.พ รามา ดีมากๆ สอนให้ทำหลายอย่างๆเวลานอน ร.พ และมีเพื่อนๆใน ร.พ คะ และขอขอบคุณที่ทำให้หนูมีชีวิตรอดมาค่ะ แม้ทุกวันนี้อาจจะไม่หายก้อตาม แต่เดี๋ยวนี้รักษาอยู่ มหาราชเชียงใหม่แล้วค่ะทุกวันนี้..โรงพยายาลรามาดีกับหนูมากๆเก็บไว้เป็นความรู้สึกดีๆตลอดกาลค่ะ
";5;Thank you for the last 15 years that take care of mice. I might be very stubborn when I was a child. Bad habits with nurses when I was sleeping. Children 2 I am sorry Please be reconciled with R. Prama. Very good. Teaching to do many things. When sleeping. Even though today may not be lost But now heals Maharaj Chiang Mai. Today, the drugstore is very good with me. Keep it as a good feeling forever.
"
รบกวนสอบถามหน่อยคะ หมอรักษาเด็ก เปิดวันไหน บ้างคะ ใครทราบ รบกวน ตอบกลับหน่อยนะคะ
";4;Please ask me if the doctor is keeping the child open for some days. Who knows? Please reply.
"
พยาบาลพูดจาไม่ค่อยจะดีเท่าไหร่ ไม่รุ้จักว่าใครคือคนที่จะเคารพหรือไม่ คนแก่ชราก้อด่าเค้าเกินไป
";5;The nurse spoke very poorly. Do not know who is the person who will respect or not Old people scold him too
"
รักษาดีตอนใช้สิทธิเบิกราชการและเสียเงินได้ยาเร็วพอใช้สิทธ30บาทรอยาเป็นอาทิตย์โรงบาลใหญ่สักยภาพระดับโลกไม่น่าจะไม่มียา
";3;Good treatment when exercising, disbursing and losing money fast
"
พยาบาลที่นี้พูดจาแย่มากกูบอกเลยกูโครตหมดความอดทน เจ้าหน้าบางคนก็พูดจาทำหน้าตาไม่พอใจมึงมาทำ ทำไมว่ะพยาบาลนี้เก็บกฎมาหรอคือกูถามเยี้ยอะไรเคยตอบกูได้ป่ะ อะไรก็หมอ หมอสั....ให้กูรอหมออย่างเดียวกูก็ตายสิกูพูดดาวกูไม่อยากไห้หรอกพูดเลย แย่ค่ะบริการแย่มาก แต่ขอบคุณหมอบางคน เจ้าหน้าที่บางคนที่ช่วยเหลือตลอดเวลาบริการดี✌️
";1;The nurse at this place spoke very badly. Some officials say that they do not feel satisfied. Why is this nurse collecting the rules? What is the question? What have you answered? What is the doctor? Doctor .... Let me wait for the doctor. Bad, terrible service But thanks to some doctors Some staff who help at all times. Good service.
"
อยากจะบอกทุกคนว่า ตลอดชีวิต ของฉัน รักษา รพ รามาตลอดค่ะ ฉันคิดว่าฉันภมิใจ ในรามาธิบดี อบอ่นทุกครั้ง ที่เข้ามาใน รพ รามาและไม่เคยบืมที่จะบริจาคเข้ามูลนิธิ ตลอดค่ะ น้อยบ้าง มากบ้าง ตามอัตภาพ ดีใจค่ะ
";5;I would like to tell everyone that throughout my life, I have always maintained my heart. I think I am in Ramathibodi every time I come to Rarama and never have to donate to the foundation. Some very conventionally happy
"
ขอโทษนะค่ะ อยากจะสอบถามทางโรงพยาบาลรามาธบดี เกี่ยวกับการเปิดรับบริจาค #เครื่องสำอางเก่าๆเพื่อแต่งหน้าศพ# อะค่ะว่ายังเปิดรับบริจาคมั่ย คือทางเราจะทำการเปิดรับบริจาคเพื่อการทำบุญแล้วส่งต่อไปยังทางโรงพยาบาล เลยอยากทราบว่าทางโรงพยาบาลยังเปิดรับอยู่รึป่าว รบกวนผู้ทราบเรื่องนี้ติดต่อกลับ 081-0887436 FB. Waksy JS. ID. ib523 ขอพื้นที่เล็กเพื่อสอบถามหน่อยน่ะค่ะ
";4;Sorry, I would like to ask the Ramathibodi Hospital. About opening a donation # Old cosmetics to make up the body #A, that is still open to accept donations That is, we will open to accept donations for making merit and forward to the hospital. So I would like to know if the hospital is still open. Please contact 081-0887436 FB. Waksy JS. ID. Ib523 Request a small space to ask.
"
ถามอะไรหน่อยได้ไหม พอจะรู้จักใครที่เขามีปัญหาสุขภาพ เช่น คนที่อยากจะลดน้ำหนัก กระชับสัดส่วน ต้นแขนต้นขา หน้าท้อง เพิ่มน้ำหนัก อยากผิวขาว มีออร่า สิว เพิ่มหน้าอก อยากเพิ่มนาด ใหญ่ ยาว อึด ทน นาน เพิ่มน้ำ เพิ่มรอบให้ยาวนาน และคนที่มีปัญหาเรื่องการขับถ่าย อย่าง2-3วันถ่ายที่และญาติผู้ใหญ่เป็นโรค ประจำ เช่น.ความดัน,เบาหวาน,โรคหัวใจ,โรคมะเร็ง ถ้ามีช่วยแนะนำให้ด้วยนะ ขอบคุณมากๆๆจร้า
";5;I may ask When you know someone who has health problems such as people who want to lose weight Firming the arms, thighs, abdomen, increase weight, want white skin, have aura, acne, increase breasts, want to add a big long, long lasting, add more water for a long time. And people who have problems with excretion Like 2-3 days taken at and adult relatives with regular diseases such as: pressure, diabetes, heart disease, cancer If yes, please advise. Thank you very much
"
พยาบาล หน่วยฝากครรภ์ น่ารักมากเลยค่ะ บริการดีค่ะ
";5;Antenatal care nurse Very cute. Good service.
"
ขอบคุณทีมแพทย์และเจ้าหน้าที่ทุกท่าน ที่สละเวลาทำการผ่าตัดคุณแม่ เมาะห์ สันเต๊ะ วัย82 ปีโดยใช้เวลายาวนานถึง 8 ชม จนคุณแม่ปลอดภัย และกลับมาใช้ชีวิตได้ตามปรกติอีกครั้ง ขอให้กำลังใจในส่วนของคณะแพทย์และเจ้าหน้าที่ทุกท่าน ขอให้ครอบครัวของท่านประสบแด่ความสุขความเจริญตลอดไป ขอบคุณจากใจ ขอบคุณคะ
";5;"Thank you to the medical team and all staff. Who was taking the time to perform the surgery. Monson&#39;s mother, 82, spent 8 hours until the mother was safe. And return to normal life again Encourage the medical team and all staff. May your family experience happiness and prosperity forever. Thank you from your heart. Thank you."
